Zipcode,Latitude,Longitude,City,County,Metro,State,MedianPriceAll,MedianPrice1Bed,MedianPrice2Bed,MedianPrice3Bed,MedianPrice4Bed,MedianPrice5PlusBed
10004,40.68863,-74.018244,New York,New York,New York,NY,1460000,,,,,
10005,40.706027,-74.008835,New York,New York,New York,NY,1251900,,,,,
10006,40.709614,-74.012954,New York,New York,New York,NY,858700,,,,,
10007,40.713848,-74.007755,New York,New York,New York,NY,2688100,,,,,
10012,40.725581,-73.998078,New York,New York,New York,NY,2303200,,,,,
10013,40.720103,-74.004903,New York,New York,New York,NY,3102900,,3228500,,,
10014,40.734012,-74.006746,New York,New York,New York,NY,1691700,1230800,2443800,,,
10016,40.745224,-73.978297,New York,New York,New York,NY,1136000,961000,,,,
10017,40.75236,-73.972493,New York,New York,New York,NY,997400,899000,,,,
10025,40.798601,-73.966622,New York,New York,New York,NY,1318000,912800,1500100,2582500,,
10026,40.802381,-73.952681,New York,New York,New York,NY,1091300,,,,,
10038,40.709278,-74.002562,New York,New York,New York,NY,1270400,,,,,
10069,40.775906,-73.990358,New York,New York,New York,NY,1939500,,,,,
10128,40.781432,-73.950013,New York,New York,New York,NY,1391400,929600,1839900,,,
10280,40.708538,-74.01665,New York,New York,New York,NY,844500,750900,,,,
10301,40.627456,-74.094407,New York,Richmond,New York,NY,521200,,,533500,700500,
10302,40.630688,-74.137776,New York,Richmond,New York,NY,424100,,,414400,,
10303,40.629885,-74.17413,New York,Richmond,New York,NY,359700,,334500,370100,,
10304,40.609227,-74.092575,New York,Richmond,New York,NY,511400,,336700,491300,880600,
10305,40.596691,-74.074866,New York,Richmond,New York,NY,488800,,432200,503100,,
10306,40.571768,-74.12595,New York,Richmond,New York,NY,505400,,357500,512700,673100,
10307,40.509183,-74.237785,New York,Richmond,New York,NY,581500,,,572400,,
10308,40.551884,-74.147646,New York,Richmond,New York,NY,509400,,418200,515400,,
10309,40.531346,-74.219857,New York,Richmond,New York,NY,554500,,400700,548300,785300,
10310,40.632648,-74.116148,New York,Richmond,New York,NY,491700,,,452900,541200,
10312,40.545237,-74.180443,New York,Richmond,New York,NY,527800,,359300,525100,677800,
10314,40.599263,-74.165748,New York,Richmond,New York,NY,505800,249800,365300,520400,644800,
10456,40.829881,-73.90812,New York,Bronx,New York,NY,343400,,,,,
10457,40.84715,-73.89868,New York,Bronx,New York,NY,384700,,,,,
10459,40.825867,-73.892942,New York,Bronx,New York,NY,348700,,,,,
10462,40.84328,-73.860389,New York,Bronx,New York,NY,151700,,,,,
10463,40.880678,-73.90654,New York,Bronx,New York,NY,487500,,,,,
10464,40.867787,-73.79992,New York,Bronx,New York,NY,494100,,,,,
10470,40.88953,-73.872662,New York,Bronx,New York,NY,437800,,,,,
10473,40.81869,-73.858474,New York,Bronx,New York,NY,378400,,,,,
10502,41.011602,-73.841433,Ardsley,Westchester,New York,NY,633900,,,594700,734200,
10504,41.128468,-73.707521,North Castle,Westchester,New York,NY,959800,,,837300,1038400,1718100
10506,41.190395,-73.639144,Town of Bedford,Westchester,New York,NY,833600,,,730500,896700,1772400
10507,41.227896,-73.686047,Town of Bedford,Westchester,New York,NY,524200,,,,,
10509,41.410855,-73.59434,Southeast,Putnam,New York,NY,314300,203800,240600,324400,447900,528400
10510,41.139472,-73.835704,Briarcliff Manor,Westchester,New York,NY,699800,,,632200,810100,1023500
10511,41.265428,-73.943192,Buchanan,Westchester,New York,NY,423000,,,,,
10512,41.457619,-73.724608,Carmel,Putnam,New York,NY,270200,159400,214500,288200,415700,473200
10514,41.172153,-73.769196,Chappaqua,Westchester,New York,NY,828600,,530800,693100,919000,
10516,41.461974,-73.874908,Philipstown,Putnam,New York,NY,497200,,387900,486100,584100,
10518,41.266143,-73.588296,Lewisboro,Westchester,New York,NY,556700,,,,,
10520,41.226478,-73.867787,Croton-on-Hudson,Westchester,New York,NY,486800,,,493200,577900,
10522,41.01031,-73.863746,Dobbs Ferry,Westchester,New York,NY,654700,,521900,657300,824900,1121200
10523,41.059341,-73.819457,Elmsford,Westchester,New York,NY,383800,,,393900,430400,
10524,41.375325,-73.926217,Philipstown,Putnam,New York,NY,419800,,318800,385000,619000,
10526,41.288102,-73.668835,Goldens Bridge,Westchester,New York,NY,503300,,,,,
10528,40.975049,-73.724925,Harrison,Westchester,New York,NY,1024400,,,702900,1416500,
10530,41.023712,-73.81281,Hartsdale,Westchester,New York,NY,532200,,,564500,593500,
10532,41.099278,-73.800327,Hawthorne,Westchester,New York,NY,565200,,,560700,573200,
10533,41.036927,-73.854864,Irvington,Westchester,New York,NY,777700,,,703600,822700,1528100
10536,41.269098,-73.688694,Town of Bedford,Westchester,New York,NY,621100,,,579700,782400,977800
10537,41.33974,-73.882349,Cortlandt Manor,Westchester,New York,NY,224200,,187800,237800,,
10538,40.937752,-73.756473,Larchmont,Westchester,New York,NY,1004000,,664100,863100,1118800,1829900
10541,41.381113,-73.751935,Carmel,Putnam,New York,NY,352600,182900,298300,346400,406200,446500
10543,40.952693,-73.73604,Town of Mamaroneck,Westchester,New York,NY,639700,,558900,590200,843300,1575700
10546,41.195609,-73.801126,Chappaqua,Westchester,New York,NY,602800,,,590500,696700,
10547,41.313334,-73.846039,Yorktown,Westchester,New York,NY,315000,,295400,323200,438500,
10548,41.245696,-73.932977,Cortlandt Manor,Westchester,New York,NY,348200,,,,,
10549,41.200584,-73.723465,Mount Kisco,Westchester,New York,NY,625600,,508800,557900,818900,1187200
10550,40.905448,-73.835253,Mount Vernon,Westchester,New York,NY,300200,,,,,
10552,40.92446,-73.826115,Mount Vernon,Westchester,New York,NY,483900,,,470800,549800,
10553,40.908584,-73.821652,Mount Vernon,Westchester,New York,NY,336100,,,,,
10560,41.340527,-73.597609,North Salem,Westchester,New York,NY,509600,,,486900,725300,
10562,41.19448,-73.825254,Ossining,Westchester,New York,NY,378900,290900,331900,385200,448100,531900
10566,41.289483,-73.916847,Peekskill,Westchester,New York,NY,272000,,256600,281900,321000,
10567,41.2896,-73.897001,Cortlandt Manor,Westchester,New York,NY,363800,,284600,378800,531300,
10570,41.130067,-73.78667,Pleasantville,Westchester,New York,NY,635000,,407300,587900,750000,921400
10573,41.015857,-73.677404,Port Chester,Westchester,New York,NY,561000,329500,465800,551300,663900,828000
10576,41.221577,-73.572332,Pound Ridge,Westchester,New York,NY,792200,,,697800,803600,
10577,41.038367,-73.711114,Rye Brook,Westchester,New York,NY,1526500,,,,,2983300
10579,41.395364,-73.839053,Putnam Valley,Putnam,New York,NY,362100,,267000,363300,463000,
10580,40.979049,-73.693202,Rye,Westchester,New York,NY,1686900,,1163600,1373500,1705500,2334800
10583,40.988682,-73.789204,Scarsdale,Westchester,New York,NY,1017900,,794900,872200,1237400,1746700
10588,41.336623,-73.820007,Yorktown,Westchester,New York,NY,331600,,312600,329300,,
10589,41.334143,-73.714634,Somers,Westchester,New York,NY,422200,300700,402700,520300,618900,
10591,41.090097,-73.841014,Tarrytown,Westchester,New York,NY,563100,,477800,589700,765800,882000
10594,41.113425,-73.774292,Thornwood,Westchester,New York,NY,612800,,,606900,650900,
10595,41.085897,-73.782645,Valhalla,Westchester,New York,NY,575800,,,576900,622300,
10598,41.288223,-73.792203,Yorktown,Westchester,New York,NY,416300,254600,377500,419900,496400,506800
10603,41.0544,-73.779287,Greenburgh,Westchester,New York,NY,432200,,379500,482800,548000,
10604,41.071512,-73.747093,White Plains,Westchester,New York,NY,627000,,,569400,624700,1286200
10605,41.010525,-73.745125,White Plains,Westchester,New York,NY,680000,,685800,626500,777400,917200
10606,41.020572,-73.775846,White Plains,Westchester,New York,NY,519200,,,524700,616500,773700
10607,41.039089,-73.811368,Greenburgh,Westchester,New York,NY,481400,,,500300,542400,
10701,40.94542,-73.880471,Yonkers,Westchester,New York,NY,436400,,379000,447600,482100,525400
10703,40.959829,-73.880302,Yonkers,Westchester,New York,NY,392900,,344300,395800,435100,
10704,40.919729,-73.862651,Yonkers,Westchester,New York,NY,435700,,393100,435900,465200,
10705,40.919705,-73.889928,Yonkers,Westchester,New York,NY,462400,,394700,457500,490100,560900
10706,40.989821,-73.867552,Hastings on Hudson,Westchester,New York,NY,726500,,,682000,787900,
10707,40.960533,-73.822732,Tuckahoe,Westchester,New York,NY,585500,,,587500,665700,
10708,40.938267,-73.829922,Bronxville,Westchester,New York,NY,760200,,527200,722800,1167900,2494500
10709,40.954635,-73.808184,Eastchester,Westchester,New York,NY,650000,,,638700,,
10710,40.967157,-73.846339,Yonkers,Westchester,New York,NY,472700,,411100,468000,519600,536500
10801,40.91757,-73.784858,New Rochelle,Westchester,New York,NY,497200,,,483900,520600,633200
10803,40.900458,-73.807138,Pelham,Westchester,New York,NY,831100,,564700,676000,916400,1265700
10804,40.946841,-73.788051,New Rochelle,Westchester,New York,NY,753900,,,691000,795100,1079600
10805,40.897721,-73.779258,New Rochelle,Westchester,New York,NY,453700,,,,,
10901,41.140772,-74.104976,Ramapo,Rockland,New York,NY,454000,,323100,376900,494600,694800
10913,41.068258,-73.954975,Orangetown,Rockland,New York,NY,479600,,,430300,530800,812300
10916,41.442343,-74.250577,Hamptonburgh,Orange,New York,NY,320300,,230100,279400,366700,
10917,41.319572,-74.117639,Woodbury,Orange,New York,NY,321100,,,270500,377400,
10918,41.344192,-74.262177,Town of Chester,Orange,New York,NY,268500,,150500,248900,360000,415700
10920,41.156495,-73.938239,Clarkstown,Rockland,New York,NY,394500,,312400,344200,502000,
10921,41.332065,-74.363422,Florida,Orange,New York,NY,237000,,187600,236300,330200,
10923,41.203121,-74.002263,West Haverstraw,Rockland,New York,NY,303900,,230700,272700,327600,353700
10924,41.381005,-74.352471,Town of Goshen,Orange,New York,NY,275800,,194100,251600,353100,406400
10925,41.198181,-74.314759,Greenwood Lake,Orange,New York,NY,219500,152500,181600,239400,276100,
10926,41.301846,-74.11976,Harriman,Orange,New York,NY,171700,,121900,220900,315200,
10927,41.191052,-73.967562,Haverstraw,Rockland,New York,NY,238600,,304100,206800,268000,
10928,41.34897,-73.998495,Highland Falls,Orange,New York,NY,214500,,184300,212000,247600,
10930,41.366224,-74.121236,Woodbury,Orange,New York,NY,290700,,183900,264500,387800,435000
10940,41.446544,-74.478741,Middletown,Orange,New York,NY,168100,90700,133400,170000,215100,217900
10941,41.487318,-74.344437,Scotchtown,Orange,New York,NY,215600,,190100,193600,245700,245700
10950,41.317346,-74.199881,Town of Monroe,Orange,New York,NY,256900,100700,171700,234200,296800,322700
10952,41.111118,-74.07854,Ramapo,Rockland,New York,NY,651100,,486800,540500,628100,825000
10954,41.098819,-74.013262,Clarkstown,Rockland,New York,NY,369100,233500,306500,395300,480000,579600
10956,41.157191,-73.993416,Clarkstown,Rockland,New York,NY,452400,,270300,406600,482900,690200
10958,41.371913,-74.432479,Wawayanda,Orange,New York,NY,234900,,,231100,307800,
10960,41.092068,-73.924648,Orangetown,Rockland,New York,NY,440800,,384900,416800,671300,796600
10962,41.050066,-73.958585,Orangetown,Rockland,New York,NY,455400,,,419200,497700,614600
10963,41.463529,-74.543423,Mt Hope,Orange,New York,NY,211800,,166600,211900,251900,
10964,41.016204,-73.914304,Orangetown,Rockland,New York,NY,638100,,,487900,688800,
10965,41.061561,-74.007832,Orangetown,Rockland,New York,NY,418500,,371000,405700,445800,496200
10968,41.037017,-73.921259,Orangetown,Rockland,New York,NY,736400,,,741100,,
10970,41.180177,-74.102175,Mount Ivy,Rockland,New York,NY,468000,188800,326700,443000,487000,585300
10973,41.380516,-74.480462,Wawayanda,Orange,New York,NY,256500,,,240900,328200,
10974,41.168058,-74.178013,Ramapo,Rockland,New York,NY,304400,,268500,299400,327300,
10977,41.11892,-74.048158,Ramapo,Rockland,New York,NY,452500,,348800,410100,486300,586800
10980,41.238822,-74.050163,Town of Stony Point,Rockland,New York,NY,330800,,257500,322100,415300,489200
10983,41.031088,-73.947703,Orangetown,Rockland,New York,NY,443500,,356100,400700,504200,
10984,41.202903,-74.022265,Thiells,Rockland,New York,NY,343500,,,,343200,393300
10986,41.285235,-73.99871,Town of Stony Point,Rockland,New York,NY,401400,,,347500,479000,
10987,41.186927,-74.23735,Tuxedo,Orange,New York,NY,424900,,406700,384500,567500,991200
10989,41.122955,-73.938031,Clarkstown,Rockland,New York,NY,371800,177000,232900,391500,495700,
10990,41.267448,-74.364011,Town of Warwick,Orange,New York,NY,285000,171700,206900,255800,400700,465200
10992,41.426089,-74.164664,Washingtonville,Orange,New York,NY,263000,,181100,261000,293500,325400
10993,41.209896,-73.973842,West Haverstraw,Rockland,New York,NY,212700,,218400,204800,231100,
10994,41.098072,-73.972649,Clarkstown,Rockland,New York,NY,447400,,,405700,522200,
10998,41.324076,-74.541179,Minisink,Orange,New York,NY,290400,,,263900,346000,
11001,40.723317,-73.704949,Floral Park,Nassau,New York,NY,589100,,,584100,602800,
11003,40.699176,-73.706166,Elmont,Nassau,New York,NY,414500,,354300,415400,422700,463000
11004,40.746204,-73.711478,New York,Queens,New York,NY,634000,,,,,
11010,40.700587,-73.675018,Franklin Square,Nassau,New York,NY,470800,,,465700,510300,
11020,40.771442,-73.714819,Great Neck,Nassau,New York,NY,1128900,,,,,
11021,40.784319,-73.731488,Great Neck,Nassau,New York,NY,1153600,,,,1279200,1660400
11023,40.798909,-73.733653,Great Neck,Nassau,New York,NY,1125800,,,945300,1197100,1623400
11024,40.816251,-73.742872,Great Neck,Nassau,New York,NY,2044700,,,,,2937900
11030,40.793409,-73.688549,Manhasset,Nassau,New York,NY,1542900,,,1310200,1638200,2336400
11040,40.745347,-73.680292,North New Hyde Park,Nassau,New York,NY,631300,,,631100,675500,793700
11050,40.8399,-73.693124,Port Washington,Nassau,New York,NY,865500,,,844000,957200,1980800
11096,40.621346,-73.75699,Inwood,Nassau,New York,NY,443400,,,,,
11103,40.762574,-73.913447,New York,Queens,New York,NY,838500,,,,,
11105,40.778877,-73.906769,New York,Queens,New York,NY,808700,,,,,
11201,40.693682,-73.989693,New York,Kings,New York,NY,1160000,887100,1426900,,,
11203,40.649591,-73.934371,New York,Kings,New York,NY,485000,,,496000,,
11204,40.618779,-73.984826,New York,Kings,New York,NY,867700,,,,,
11205,40.694696,-73.966286,New York,Kings,New York,NY,864000,,,,,
11206,40.701954,-73.942358,New York,Kings,New York,NY,656800,,,,,
11207,40.670747,-73.894209,New York,Kings,New York,NY,374600,,,,,
11208,40.669769,-73.871372,New York,Kings,New York,NY,453000,,,,,
11209,40.621982,-74.030324,New York,Kings,New York,NY,807000,,,,,
11210,40.628147,-73.946324,New York,Kings,New York,NY,771900,,,714900,,
11211,40.712597,-73.953098,New York,Kings,New York,NY,1064100,,,,,
11212,40.662936,-73.913029,New York,Kings,New York,NY,401500,,,,,
11213,40.671078,-73.936336,New York,Kings,New York,NY,955900,,,,,
11214,40.599148,-73.99609,New York,Kings,New York,NY,658800,,,,,
11215,40.662688,-73.98674,New York,Kings,New York,NY,1221400,859100,1089300,,,
11217,40.682306,-73.978099,New York,Kings,New York,NY,1209400,,1297100,,,
11219,40.632667,-73.996669,New York,Kings,New York,NY,910300,,,,,
11221,40.69134,-73.927879,New York,Kings,New York,NY,1012000,,,,,
11222,40.72779,-73.947605,New York,Kings,New York,NY,977500,,,,,
11223,40.597139,-73.973428,New York,Kings,New York,NY,843000,,,851200,,
11224,40.577372,-73.988706,New York,Kings,New York,NY,497100,,,,,
11225,40.663046,-73.954219,New York,Kings,New York,NY,961600,,,,,
11226,40.646448,-73.956649,New York,Kings,New York,NY,647900,,,,,
11228,40.616695,-74.013047,New York,Kings,New York,NY,897900,,,909200,,
11230,40.622164,-73.965105,New York,Kings,New York,NY,839700,,,,,
11231,40.677916,-74.005154,New York,Kings,New York,NY,1227100,,1195300,,,
11232,40.656546,-74.007355,New York,Kings,New York,NY,633200,,,,,
11233,40.678308,-73.919936,New York,Kings,New York,NY,733000,,,,,
11234,40.60508,-73.911721,New York,Kings,New York,NY,560400,,477100,570600,744100,
11235,40.583949,-73.949096,New York,Kings,New York,NY,554700,,,731200,,
11238,40.679171,-73.963804,New York,Kings,New York,NY,981100,826900,,,,
11356,40.78485,-73.841279,New York,Queens,New York,NY,683400,,,,,
11357,40.786393,-73.810864,New York,Queens,New York,NY,827700,,,858800,1195200,
11361,40.764191,-73.772775,New York,Queens,New York,NY,803400,,,803700,,
11362,40.756574,-73.737845,New York,Queens,New York,NY,806800,,,,,
11363,40.772616,-73.746526,New York,Queens,New York,NY,951300,,,,,
11365,40.739634,-73.79449,New York,Queens,New York,NY,829700,,,814400,,
11366,40.728152,-73.785019,New York,Queens,New York,NY,853300,,,,,
11367,40.730145,-73.82703,New York,Queens,New York,NY,664900,,,760800,,
11368,40.751718,-73.851822,New York,Queens,New York,NY,506100,,,,,
11369,40.763365,-73.872374,New York,Queens,New York,NY,654400,,,,,
11370,40.765393,-73.893243,New York,Queens,New York,NY,672900,,,,,
11373,40.738837,-73.878535,New York,Queens,New York,NY,516900,,,,,
11377,40.744819,-73.905156,New York,Queens,New York,NY,574600,,,,,
11378,40.724744,-73.909639,New York,Queens,New York,NY,687600,,,,,
11379,40.716748,-73.879601,New York,Queens,New York,NY,718800,,,743600,,
11385,40.700671,-73.889433,New York,Queens,New York,NY,649300,,,663500,,
11411,40.694021,-73.736216,New York,Queens,New York,NY,463000,,,,,
11412,40.698095,-73.758986,New York,Queens,New York,NY,456300,,,444700,477500,
11413,40.671659,-73.752568,New York,Queens,New York,NY,456900,,,448800,,
11414,40.657604,-73.844804,New York,Queens,New York,NY,561400,,,,,
11416,40.684654,-73.849548,New York,Queens,New York,NY,506600,,,,,
11417,40.676446,-73.844443,New York,Queens,New York,NY,498900,,,520800,,
11418,40.700272,-73.835971,New York,Queens,New York,NY,541200,,,,,
11419,40.688673,-73.822918,New York,Queens,New York,NY,496200,,,498400,,
11420,40.673583,-73.81773,New York,Queens,New York,NY,481500,,,486000,,
11421,40.694062,-73.858626,New York,Queens,New York,NY,519900,,,521700,,
11422,40.66006,-73.736012,New York,Queens,New York,NY,458000,,,457100,,
11423,40.715606,-73.768471,New York,Queens,New York,NY,534300,,,,,
11426,40.736425,-73.722376,New York,Queens,New York,NY,591600,,,586800,,
11427,40.730904,-73.745661,New York,Queens,New York,NY,550400,,,555500,,
11428,40.721016,-73.742245,New York,Queens,New York,NY,493500,,,497200,,
11429,40.709766,-73.738653,New York,Queens,New York,NY,461100,,,457500,,
11432,40.715359,-73.793071,New York,Queens,New York,NY,701900,,,,,
11433,40.698162,-73.786893,New York,Queens,New York,NY,440200,,,435100,,
11434,40.676808,-73.776425,New York,Queens,New York,NY,439700,,380700,435700,,
11435,40.701265,-73.809605,New York,Queens,New York,NY,445800,,,,,
11436,40.675807,-73.796622,New York,Queens,New York,NY,428600,,,432400,,
11501,40.746286,-73.638905,Mineola,Nassau,New York,NY,526100,,,528300,552900,
11507,40.770847,-73.65226,Albertson,Nassau,New York,NY,662500,,,,780200,
11509,40.587963,-73.728528,Atlantic Beach,Nassau,New York,NY,857800,,,,,
11510,40.650127,-73.607709,Baldwin,Nassau,New York,NY,414700,,,410400,446300,470800
11514,40.749892,-73.612477,Carle Place,Nassau,New York,NY,518300,,,,,
11516,40.625787,-73.726685,Cedarhurst,Nassau,New York,NY,685500,,,,,
11518,40.637472,-73.666807,East Rockaway,Nassau,New York,NY,474500,,,464600,530400,
11520,40.649401,-73.582951,Freeport,Nassau,New York,NY,356300,,317700,352600,384400,415700
11530,40.726854,-73.637009,Garden City,Nassau,New York,NY,841600,,,820400,955200,1320700
11542,40.872605,-73.628622,Glen Cove,Nassau,New York,NY,535000,,,503800,628100,873800
11545,40.826321,-73.589365,Glen Head,Nassau,New York,NY,923800,,,648300,840300,2360400
11550,40.701475,-73.621108,Town of Hempstead,Nassau,New York,NY,332000,,,328900,341700,375500
11552,40.692979,-73.652416,West Hempstead,Nassau,New York,NY,464700,,,465100,476900,574600
11553,40.70643,-73.591622,Uniondale,Nassau,New York,NY,350400,,,350100,358400,
11554,40.720115,-73.558861,East Meadow,Nassau,New York,NY,462100,,,453600,482600,530500
11557,40.637176,-73.691976,Hewlett,Nassau,New York,NY,648000,,,,668900,1152700
11558,40.605357,-73.649046,Island Park,Nassau,New York,NY,461400,,,476600,,
11559,40.603733,-73.717352,Lawrence,Nassau,New York,NY,1162400,,,,,
11560,40.880757,-73.588724,Locust Valley,Nassau,New York,NY,752800,,,,833100,2144600
11561,40.589081,-73.648178,Long Beach,Nassau,New York,NY,524100,402400,421400,518700,640100,789500
11563,40.657253,-73.673718,Lynbrook,Nassau,New York,NY,463300,,,469800,476400,
11565,40.675061,-73.671667,Malverne,Nassau,New York,NY,474800,,,474300,,
11566,40.663194,-73.554014,Merrick,Nassau,New York,NY,520300,,,485100,591400,666200
11568,40.786929,-73.59649,Old Westbury,Nassau,New York,NY,2322300,,,,,2939000
11569,40.589785,-73.582303,Point Lookout,Nassau,New York,NY,706300,,,,,
11570,40.666066,-73.638409,Rockville Centre,Nassau,New York,NY,689100,,,655900,786100,971800
11572,40.631772,-73.636624,Oceanside,Nassau,New York,NY,474100,,,470500,542800,621400
11575,40.680422,-73.584877,Roosevelt,Nassau,New York,NY,333200,,,334200,348200,
11576,40.798032,-73.647275,Roslyn,Nassau,New York,NY,1063100,,,982600,1140200,1465100
11577,40.783264,-73.638877,Roslyn Heights,Nassau,New York,NY,871800,,,787900,923100,1662700
11579,40.844016,-73.644006,Sea Cliff,Nassau,New York,NY,684800,,,,,
11580,40.6749,-73.702154,Valley Stream,Nassau,New York,NY,430700,,,430800,440500,489300
11581,40.651028,-73.715325,Valley Stream,Nassau,New York,NY,474400,,,440400,526700,717200
11590,40.755182,-73.574338,Westbury,Nassau,New York,NY,467300,,,471000,474400,474800
11596,40.759667,-73.642309,Williston Park,Nassau,New York,NY,618400,,,609400,710500,
11598,40.630935,-73.712339,Woodmere,Nassau,New York,NY,740900,,,,723600,994200
11691,40.601278,-73.761651,New York,Queens,New York,NY,437800,,,394400,,
11692,40.594095,-73.792896,New York,Queens,New York,NY,366700,,,,,
11693,40.590692,-73.809749,New York,Queens,New York,NY,392800,,,,,
11694,40.57827,-73.844762,New York,Queens,New York,NY,807000,,,,,
11701,40.682453,-73.414381,Amityville,Suffolk,New York,NY,332400,,,343000,371300,360400
11702,40.650697,-73.262218,Babylon,Suffolk,New York,NY,429100,,,426700,471100,
11703,40.732671,-73.32501,North Babylon,Suffolk,New York,NY,344500,,,341300,357000,374100
11704,40.717504,-73.358203,West Babylon,Suffolk,New York,NY,333000,,,328100,345100,363100
11705,40.743277,-73.055841,Town of Islip,Suffolk,New York,NY,404400,,,397400,468900,
11706,40.722537,-73.252183,Town of Islip,Suffolk,New York,NY,309300,,292400,303700,323900,339900
11709,40.906313,-73.558244,Bayville,Nassau,New York,NY,536100,,,,,
11710,40.671972,-73.531972,Bellmore,Nassau,New York,NY,484400,,,462100,531800,607700
11713,40.776095,-72.942821,Bellport,Suffolk,New York,NY,323900,,,298600,331000,
11714,40.742563,-73.486073,Bethpage,Nassau,New York,NY,444900,,,433300,450900,
11715,40.751006,-73.034877,Blue Point,Suffolk,New York,NY,375800,,,358000,,
11716,40.776692,-73.134854,Town of Islip,Suffolk,New York,NY,402400,,,383700,436800,
11717,40.783805,-73.252263,Town of Islip,Suffolk,New York,NY,284500,,,281400,305700,316300
11718,40.716435,-73.261514,Town of Islip,Suffolk,New York,NY,453800,,,,,
11719,40.782153,-72.912104,Brookhaven,Suffolk,New York,NY,369400,,,,,
11720,40.870331,-73.082113,Centereach,Suffolk,New York,NY,316900,,,308600,343900,364400
11721,40.902425,-73.371427,Centerport,Suffolk,New York,NY,506500,,,530600,604500,
11722,40.78305,-73.194916,Town of Islip,Suffolk,New York,NY,262700,,245900,256100,271300,296400
11724,40.864221,-73.456381,Cold Spring Harbor,Suffolk,New York,NY,1123300,,,,,
11725,40.840492,-73.280815,Commack,Suffolk,New York,NY,458500,,383400,440500,506500,574600
11726,40.678789,-73.395729,Copiague,Suffolk,New York,NY,303100,,,310900,320700,330700
11727,40.88206,-73.004009,Coram,Suffolk,New York,NY,301800,,231900,300100,325500,341700
11729,40.761136,-73.32526,Deer Park,Suffolk,New York,NY,351100,,,339000,373800,375600
11730,40.717436,-73.17022,Town of Islip,Suffolk,New York,NY,383100,,,381900,433700,526600
11731,40.862623,-73.316937,East Northport,Suffolk,New York,NY,452000,,,424400,477600,552800
11732,40.844738,-73.536885,East Norwich,Nassau,New York,NY,625900,,,,,
11733,40.940235,-73.11278,Setauket-East Setauket,Suffolk,New York,NY,462700,,,444700,529400,741400
11735,40.732747,-73.432789,Farmingdale,Nassau,New York,NY,410300,,,409100,421600,471900
11738,40.838199,-73.038213,Farmingville,Suffolk,New York,NY,320200,,,310000,353500,
11739,40.736135,-73.161251,Town of Islip,Suffolk,New York,NY,556500,,,,,
11740,40.865398,-73.361296,Huntington,Suffolk,New York,NY,444900,,,434300,525800,
11741,40.794895,-73.070328,Town of Islip,Suffolk,New York,NY,363200,,,357000,385300,395300
11742,40.810067,-73.041404,Holtsville,Suffolk,New York,NY,336500,,,329700,478100,
11743,40.883411,-73.423556,Huntington,Suffolk,New York,NY,546100,,477600,507900,630300,973600
11746,40.814268,-73.362276,Huntington,Suffolk,New York,NY,460500,,310700,395500,526300,749400
11747,40.788403,-73.407396,Melville,Suffolk,New York,NY,530300,,526000,538400,699500,938100
11749,40.80674,-73.170903,Town of Islip,Suffolk,New York,NY,280900,,,,,
11751,40.730486,-73.213924,Town of Islip,Suffolk,New York,NY,348300,,,343700,390700,
11752,40.757114,-73.174012,Town of Islip,Suffolk,New York,NY,351200,,,343300,361800,
11753,40.789713,-73.539899,Jericho,Nassau,New York,NY,832500,,,782200,862500,1072700
11754,40.885566,-73.249901,Kings Park,Suffolk,New York,NY,424000,,383800,409900,466900,541200
11755,40.857817,-73.116844,Lake Grove,Suffolk,New York,NY,404500,,,360100,426300,
11756,40.724512,-73.516326,Levittown,Nassau,New York,NY,398900,,,389800,400400,441200
11757,40.68901,-73.373328,Lindenhurst,Suffolk,New York,NY,340000,,297800,334600,354100,386800
11758,40.668934,-73.458448,Massapequa,Nassau,New York,NY,476900,,,476200,528000,670600
11762,40.682744,-73.446664,Massapequa Park,Nassau,New York,NY,464500,,,466900,483300,616300
11763,40.826582,-72.98405,Medford,Suffolk,New York,NY,285600,,,277600,313500,315200
11764,40.938993,-72.979047,Miller Place,Suffolk,New York,NY,402600,,,384000,439200,557400
11766,40.939219,-73.018666,Mount Sinai,Suffolk,New York,NY,427300,,,405900,518800,
11767,40.842949,-73.145216,Nesconset,Suffolk,New York,NY,429300,,360000,413100,475100,493800
11768,40.923631,-73.339309,Fort Salonga,Suffolk,New York,NY,599100,,,586600,710700,796200
11769,40.734348,-73.125025,Town of Islip,Suffolk,New York,NY,416800,,,400600,428600,
11771,40.872799,-73.52502,Oyster Bay,Nassau,New York,NY,851000,,,610000,956800,1886200
11772,40.76178,-72.987407,Patchogue,Suffolk,New York,NY,305500,,262000,301300,326900,351900
11776,40.913615,-73.046398,Port Jefferson Station,Suffolk,New York,NY,313400,,,307100,339500,
11777,40.956068,-73.066659,Port Jefferson,Suffolk,New York,NY,429500,,,415100,507200,
11778,40.948046,-72.937093,Rocky Point,Suffolk,New York,NY,282100,,230700,280600,324400,
11779,40.812958,-73.11449,Ronkonkoma,Suffolk,New York,NY,337700,,258300,330900,349200,368000
11780,40.909287,-73.174729,Saint James,Suffolk,New York,NY,486100,,348600,419100,635900,861600
11782,40.738088,-73.08167,Town of Islip,Suffolk,New York,NY,416900,,,400600,455300,
11783,40.677612,-73.490014,Seaford,Nassau,New York,NY,461800,,,465800,496500,
11784,40.868923,-73.041215,Selden,Suffolk,New York,NY,279800,,,276000,299000,303100
